JoiningYear,PaymentTier,Age,ExperienceInCurrentDomain,LeaveOrNot,Education_Bachelors,Education_Masters,Education_PHD,Gender_Female,Gender_Male,EverBenched_No,EverBenched_NotDefined,EverBenched_Yes
2013.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2012.0,3.0,28.0,3.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,27.0,5.0,1.0,False,True,False,False,True,True,False,False
2017.0,3.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2013.0,3.0,28.0,4.0,1.0,True,False,False,True,False,True,False,False
2012.0,3.0,27.0,5.0,1.0,False,True,False,False,True,False,False,True
2017.0,2.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,25.0,3.0,1.0,False,True,False,True,False,True,False,False
2018.0,3.0,25.0,3.0,1.0,True,False,False,True,False,False,False,True
2016.0,3.0,28.0,4.0,0.0,True,False,False,False,True,False,False,True
2017.0,3.0,28.0,2.0,0.0,False,True,False,False,True,True,False,False
2014.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,26.0,4.0,0.0,True,False,False,False,True,False,False,True
2014.0,3.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2013.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,24.0,2.0,1.0,True,False,False,False,True,True,False,False
2017.0,1.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2015.0,3.0,28.0,3.0,0.0,True,False,False,True,False,True,False,False
2013.0,3.0,28.0,3.0,1.0,True,False,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,False,True,False,False,True
2013.0,3.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2013.0,2.0,27.0,5.0,1.0,False,True,False,True,False,True,False,False
2016.0,3.0,24.0,2.0,0.0,True,False,False,True,False,True,False,False
2015.0,2.0,28.0,2.0,1.0,True,False,False,True,False,True,False,False
2015.0,2.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2014.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2012.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,28.0,0.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,28.0,5.0,0.0,True,False,False,False,True,True,False,False
2015.0,2.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2016.0,1.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,28.0,2.0,1.0,False,True,False,True,False,False,False,True
2017.0,2.0,25.0,3.0,1.0,False,True,False,False,True,True,False,False
2017.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,28.0,0.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,27.0,5.0,1.0,True,False,False,False,True,True,False,False
2016.0,2.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2018.0,3.0,27.0,5.0,1.0,True,False,False,True,False,False,False,True
2012.0,3.0,28.0,4.0,0.0,True,False,False,False,True,True,False,False
2013.0,2.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2014.0,3.0,28.0,3.0,0.0,True,False,False,True,False,True,False,False
2017.0,2.0,28.0,2.0,0.0,False,True,False,True,False,True,False,False
2012.0,1.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2017.0,2.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2017.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,24.0,2.0,0.0,False,True,False,False,True,True,False,False
2013.0,2.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2017.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,25.0,3.0,1.0,True,False,False,False,True,True,False,False
2013.0,3.0,25.0,3.0,1.0,False,True,False,False,True,False,False,True
2013.0,3.0,24.0,2.0,0.0,True,False,False,True,False,True,False,False
2015.0,3.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2014.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,26.0,4.0,1.0,False,True,False,True,False,True,False,False
2015.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2013.0,3.0,28.0,3.0,0.0,True,False,False,False,True,True,False,False
2016.0,2.0,28.0,0.0,1.0,True,False,False,True,False,True,False,False
2012.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,28.0,1.0,0.0,True,False,False,False,True,True,False,False
2017.0,1.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,28.0,4.0,0.0,False,True,False,True,False,True,False,False
2017.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2015.0,3.0,28.0,2.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,28.0,5.0,0.0,True,False,False,True,False,True,False,False
2018.0,3.0,25.0,3.0,1.0,True,False,False,False,True,True,False,False
2015.0,3.0,28.0,5.0,0.0,True,False,False,True,False,True,False,False
2014.0,3.0,27.0,5.0,1.0,True,False,False,False,True,True,False,False
2013.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2015.0,1.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2012.0,3.0,25.0,3.0,1.0,True,False,False,False,True,True,False,False
2015.0,3.0,28.0,4.0,1.0,True,False,False,True,False,True,False,False
2017.0,2.0,24.0,2.0,1.0,False,True,False,True,False,False,False,True
2014.0,3.0,28.0,2.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,24.0,2.0,1.0,False,True,False,True,False,True,False,False
2014.0,3.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2015.0,2.0,28.0,3.0,1.0,True,False,False,True,False,True,False,False
2013.0,2.0,28.0,5.0,1.0,False,True,False,False,True,True,False,False
2013.0,1.0,28.0,5.0,1.0,True,False,False,True,False,True,False,False
2015.0,2.0,26.0,4.0,1.0,True,False,False,True,False,False,False,True
2015.0,3.0,28.0,2.0,0.0,False,True,False,False,True,True,False,False
2013.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,28.0,2.0,1.0,True,False,False,False,True,True,False,False
2012.0,3.0,28.0,2.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,27.0,5.0,1.0,True,False,False,True,False,True,False,False
2018.0,3.0,24.0,2.0,1.0,False,True,False,False,True,True,False,False
2018.0,3.0,25.0,3.0,1.0,True,False,False,False,True,False,False,True
2017.0,2.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2012.0,3.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2014.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,28.0,4.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,26.0,4.0,1.0,True,False,False,False,True,False,False,True
2013.0,2.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2013.0,2.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2018.0,3.0,25.0,3.0,1.0,True,False,False,False,True,False,False,True
2013.0,3.0,25.0,3.0,0.0,True,False,False,True,False,True,False,False
2014.0,3.0,28.0,4.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,24.0,2.0,0.0,False,True,False,True,False,True,False,False
2017.0,2.0,27.0,5.0,0.0,False,True,False,True,False,True,False,False
2012.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,27.0,5.0,1.0,True,False,False,True,False,True,False,False
2017.0,2.0,28.0,4.0,0.0,False,True,False,False,True,True,False,False
2017.0,2.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,25.0,3.0,1.0,True,False,False,False,True,False,False,True
2017.0,2.0,24.0,2.0,1.0,False,True,False,True,False,True,False,False
2013.0,3.0,27.0,5.0,1.0,True,False,False,False,True,False,False,True
2016.0,3.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2015.0,2.0,27.0,5.0,1.0,True,False,False,True,False,True,False,False
2014.0,3.0,27.0,5.0,1.0,True,False,False,False,True,True,False,False
2012.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2016.0,2.0,27.0,5.0,1.0,True,False,False,True,False,True,False,False
2017.0,2.0,28.0,2.0,0.0,False,True,False,False,True,True,False,False
2017.0,3.0,24.0,2.0,1.0,False,True,False,True,False,True,False,False
2017.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,24.0,2.0,1.0,True,False,False,False,True,True,False,False
2017.0,2.0,28.0,3.0,0.0,False,True,False,False,True,True,False,False
2015.0,3.0,26.0,4.0,0.0,True,False,False,True,False,False,False,True
2018.0,3.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2013.0,3.0,25.0,3.0,0.0,True,False,False,False,True,False,False,True
2016.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,28.0,2.0,1.0,False,True,False,False,True,True,False,False
2016.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2016.0,3.0,27.0,5.0,0.0,False,False,True,False,True,True,False,False
2017.0,2.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,28.0,2.0,0.0,True,False,False,True,False,True,False,False
2013.0,2.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2017.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2015.0,2.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2017.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2016.0,3.0,25.0,3.0,1.0,True,False,False,False,True,True,False,False
2018.0,3.0,26.0,4.0,1.0,True,False,False,False,True,True,False,False
2015.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2015.0,1.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,25.0,3.0,0.0,False,True,False,True,False,True,False,False
2015.0,3.0,28.0,0.0,0.0,False,False,True,False,True,True,False,False
2015.0,3.0,28.0,3.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,28.0,5.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,24.0,2.0,0.0,False,False,True,False,True,True,False,False
2014.0,3.0,26.0,4.0,0.0,True,False,False,False,True,False,False,True
2015.0,2.0,26.0,4.0,1.0,True,False,False,True,False,False,False,True
2017.0,3.0,27.0,5.0,0.0,True,False,False,False,True,False,False,True
2014.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,27.0,5.0,1.0,False,True,False,False,True,True,False,False
2016.0,3.0,24.0,2.0,0.0,True,False,False,False,True,False,False,True
2016.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2013.0,2.0,28.0,2.0,1.0,True,False,False,True,False,True,False,False
2017.0,2.0,24.0,2.0,1.0,False,True,False,False,True,True,False,False
2017.0,2.0,24.0,2.0,1.0,False,True,False,False,True,True,False,False
2015.0,2.0,24.0,2.0,1.0,False,True,False,True,False,True,False,False
2014.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2016.0,2.0,27.0,5.0,1.0,True,False,False,True,False,True,False,False
2017.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,26.0,4.0,0.0,False,True,False,True,False,True,False,False
2016.0,1.0,25.0,3.0,0.0,True,False,False,True,False,True,False,False
2014.0,1.0,25.0,3.0,0.0,False,False,True,True,False,True,False,False
2013.0,3.0,25.0,3.0,0.0,True,False,False,True,False,True,False,False
2014.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2015.0,2.0,28.0,2.0,1.0,True,False,False,True,False,False,False,True
2014.0,3.0,28.0,5.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,26.0,4.0,1.0,True,False,False,False,True,True,False,False
2015.0,2.0,28.0,2.0,0.0,False,True,False,True,False,True,False,False
2013.0,3.0,28.0,2.0,1.0,False,True,False,False,True,True,False,False
2014.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2015.0,2.0,26.0,4.0,0.0,False,True,False,True,False,True,False,False
2016.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,24.0,2.0,0.0,True,False,False,True,False,True,False,False
2017.0,3.0,24.0,2.0,0.0,False,True,False,True,False,True,False,False
2014.0,3.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2015.0,3.0,27.0,5.0,1.0,True,False,False,True,False,True,False,False
2017.0,2.0,28.0,0.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,25.0,3.0,0.0,True,False,False,True,False,True,False,False
2012.0,3.0,24.0,2.0,1.0,True,False,False,False,True,True,False,False
2016.0,3.0,25.0,3.0,1.0,False,True,False,False,True,True,False,False
2015.0,2.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2014.0,3.0,27.0,5.0,0.0,False,True,False,False,True,True,False,False
2015.0,3.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2014.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2012.0,3.0,28.0,1.0,0.0,True,False,False,False,True,True,False,False
2014.0,1.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,28.0,3.0,0.0,True,False,False,False,True,False,False,True
2015.0,1.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2015.0,2.0,24.0,2.0,1.0,True,False,False,True,False,False,False,True
2017.0,2.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,28.0,0.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,28.0,2.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,28.0,3.0,1.0,True,False,False,True,False,False,False,True
2017.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,25.0,3.0,0.0,False,True,False,False,True,True,False,False
2012.0,3.0,28.0,4.0,0.0,True,False,False,True,False,True,False,False
2012.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,25.0,3.0,1.0,False,True,False,False,True,True,False,False
2017.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2017.0,3.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2017.0,2.0,25.0,3.0,1.0,False,True,False,False,True,False,False,True
2015.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2017.0,3.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2014.0,3.0,28.0,2.0,0.0,True,False,False,True,False,False,False,True
2016.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2018.0,3.0,25.0,3.0,1.0,True,False,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,True,False,False,False,True
2017.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2016.0,2.0,25.0,3.0,1.0,True,False,False,False,True,True,False,False
2016.0,3.0,28.0,4.0,0.0,True,False,False,True,False,True,False,False
2017.0,2.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,24.0,2.0,0.0,True,False,False,True,False,True,False,False
2013.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,25.0,3.0,0.0,True,False,False,True,False,True,False,False
2015.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,25.0,3.0,0.0,True,False,False,True,False,True,False,False
2017.0,3.0,27.0,5.0,0.0,False,False,True,True,False,True,False,False
2014.0,3.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2017.0,3.0,28.0,2.0,0.0,False,True,False,False,True,True,False,False
2016.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,25.0,3.0,0.0,True,False,False,False,True,False,False,True
2012.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2015.0,3.0,27.0,5.0,0.0,False,True,False,True,False,True,False,False
2014.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2015.0,2.0,27.0,5.0,1.0,True,False,False,True,False,True,False,False
2014.0,3.0,25.0,3.0,1.0,True,False,False,False,True,True,False,False
2015.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2017.0,2.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2014.0,2.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2013.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,28.0,1.0,0.0,False,False,True,True,False,True,False,False
2012.0,3.0,26.0,4.0,1.0,False,True,False,True,False,True,False,False
2014.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,28.0,0.0,1.0,True,False,False,True,False,True,False,False
2014.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2016.0,2.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2015.0,1.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2012.0,3.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2014.0,3.0,27.0,5.0,0.0,False,True,False,False,True,True,False,False
2017.0,2.0,27.0,5.0,1.0,False,True,False,False,True,True,False,False
2017.0,1.0,25.0,3.0,0.0,False,True,False,True,False,True,False,False
2012.0,3.0,28.0,0.0,1.0,False,True,False,False,True,True,False,False
2012.0,3.0,28.0,2.0,1.0,False,True,False,False,True,True,False,False
2013.0,2.0,24.0,2.0,1.0,False,True,False,False,True,True,False,False
2015.0,3.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2017.0,3.0,28.0,5.0,0.0,False,True,False,False,True,True,False,False
2013.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,28.0,1.0,1.0,False,True,False,False,True,True,False,False
2018.0,3.0,27.0,5.0,1.0,True,False,False,True,False,False,False,True
2015.0,3.0,24.0,2.0,1.0,True,False,False,False,True,True,False,False
2014.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,25.0,3.0,0.0,True,False,False,True,False,True,False,False
2013.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,28.0,0.0,1.0,True,False,False,True,False,True,False,False
2013.0,3.0,25.0,3.0,0.0,True,False,False,True,False,True,False,False
2012.0,3.0,27.0,5.0,0.0,False,False,True,False,True,True,False,False
2013.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,28.0,3.0,0.0,True,False,False,True,False,True,False,False
2015.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,26.0,4.0,1.0,True,False,False,True,False,False,False,True
2013.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2015.0,2.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2016.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,27.0,5.0,1.0,False,False,True,True,False,True,False,False
2015.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2015.0,1.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2015.0,2.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2013.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,24.0,2.0,0.0,False,False,True,True,False,True,False,False
2013.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,28.0,5.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2016.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2017.0,3.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2017.0,2.0,26.0,4.0,1.0,False,True,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2015.0,2.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2013.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,28.0,1.0,1.0,True,False,False,False,True,True,False,False
2014.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,26.0,4.0,0.0,False,False,True,False,True,True,False,False
2013.0,3.0,25.0,3.0,1.0,True,False,False,True,False,False,False,True
2017.0,1.0,28.0,3.0,0.0,True,False,False,True,False,True,False,False
2014.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2013.0,2.0,28.0,2.0,1.0,False,True,False,False,True,True,False,False
2013.0,3.0,25.0,3.0,1.0,True,False,False,True,False,False,False,True
2017.0,2.0,26.0,4.0,0.0,False,True,False,False,True,True,False,False
2016.0,3.0,25.0,3.0,0.0,False,True,False,False,True,True,False,False
2017.0,3.0,28.0,5.0,0.0,True,False,False,True,False,False,False,True
2017.0,2.0,28.0,2.0,0.0,False,True,False,True,False,True,False,False
2012.0,1.0,27.0,5.0,1.0,True,False,False,False,True,True,False,False
2018.0,3.0,27.0,5.0,1.0,True,False,False,False,True,True,False,False
2016.0,3.0,24.0,2.0,0.0,True,False,False,True,False,True,False,False
2017.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,25.0,3.0,0.0,True,False,False,True,False,True,False,False
2015.0,3.0,28.0,5.0,1.0,True,False,False,True,False,False,False,True
2015.0,3.0,26.0,4.0,1.0,True,False,False,False,True,True,False,False
2015.0,2.0,26.0,4.0,1.0,False,True,False,True,False,False,False,True
2015.0,3.0,25.0,3.0,1.0,False,True,False,False,True,True,False,False
2016.0,3.0,27.0,5.0,1.0,True,False,False,True,False,True,False,False
2013.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,26.0,4.0,1.0,True,False,False,False,True,False,False,True
2014.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2017.0,1.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2015.0,3.0,28.0,2.0,0.0,True,False,False,False,True,True,False,False
2014.0,2.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2017.0,3.0,27.0,5.0,1.0,True,False,False,False,True,True,False,False
2014.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,28.0,5.0,1.0,True,False,False,True,False,True,False,False
2015.0,3.0,28.0,0.0,1.0,True,False,False,False,True,True,False,False
2016.0,3.0,28.0,3.0,0.0,True,False,False,True,False,True,False,False
2017.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2018.0,3.0,28.0,2.0,1.0,False,True,False,False,True,True,False,False
2015.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2017.0,3.0,24.0,2.0,1.0,True,False,False,False,True,True,False,False
2017.0,2.0,28.0,0.0,0.0,True,False,False,True,False,True,False,False
2015.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,28.0,2.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2016.0,1.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2013.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,26.0,4.0,1.0,False,True,False,True,False,True,False,False
2017.0,3.0,26.0,4.0,0.0,True,False,False,False,True,True,False,False
2018.0,3.0,25.0,3.0,1.0,True,False,False,True,False,True,False,False
2018.0,3.0,24.0,2.0,1.0,True,False,False,False,True,True,False,False
2015.0,3.0,24.0,2.0,0.0,True,False,False,False,True,False,False,True
2013.0,3.0,24.0,2.0,1.0,True,False,False,True,False,True,False,False
2013.0,2.0,28.0,0.0,1.0,True,False,False,False,True,False,False,True
2018.0,3.0,24.0,2.0,1.0,True,False,False,False,True,True,False,False
2014.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,28.0,5.0,0.0,True,False,False,True,False,True,False,False
2014.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,26.0,4.0,0.0,True,False,False,True,False,True,False,False
2017.0,2.0,28.0,2.0,0.0,False,True,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,27.0,5.0,0.0,True,False,False,True,False,True,False,False
2018.0,3.0,28.0,2.0,1.0,False,True,False,False,True,True,False,False
2017.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,24.0,2.0,0.0,True,False,False,False,True,True,False,False
2016.0,3.0,28.0,0.0,0.0,True,False,False,False,True,True,False,False
2012.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2014.0,3.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,24.0,2.0,1.0,True,False,False,False,True,True,False,False
2012.0,1.0,27.0,5.0,0.0,True,False,False,False,True,True,False,False
2017.0,3.0,28.0,5.0,0.0,True,False,False,True,False,True,False,False
2014.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2015.0,3.0,25.0,3.0,0.0,True,False,False,False,True,True,False,False
2017.0,2.0,28.0,0.0,1.0,True,False,False,False,True,True,False,False
2015.0,2.0,26.0,4.0,1.0,True,False,False,True,False,True,False,False
2015.0,2.0,27.0,5.0,1.0,True,False,False,True,False,True,False,False
